fffffb4380	 0002546d5c
001cc15b64	 0000000000
004e5cf34f	 0000000000
ffc31ac702	 0000000000
ff8e65b02d	 0000000000
ffd2046853	 0000000000
007fcebe43	 0000000000
0077c5dc5a	 0000000000
0044ec9094	 0000000000
0015f89eb7	 0000000000
ffb81bc398	 0000000000
ffa606cd7a	 0000000000
008a669ba9	 0000000000
ff89830ac1	 0000000000
003b661832	 0000000000
00af165e07	 0000000000
ffb41b4056	 0000000000
0009206d3f	 0000000000
0038b461bd	 0000000000
003aec29c2	 0000000000
fff62ffcf4	 0000000000
002eadfe4a	 0000000000
ffcef54af7	 0000000000
ffca419151	 0000000000
0003b21729	 0000000000
ffd8567ff8	 0000000000
ffabb88833	 0000000000
ff9ac1af05	 0000000000
ffdf5fbbec	 0000000000
00f17be980	 0000000000
ff90ce7064	 0000000000
ffabc1fc22	 0000000000
00e69392a8	 0000000000
ff59bb9a34	 0000000000
ffe819db51	 0000000000
0076ea50c0	 0000000000
ffb576d68b	 0000000000
0020891bfb	 0000000000
007b9dacfb	 0000000000
ff8649f4a7	 0000000000
ffe6801cc0	 0000000000
ffd99bab79	 0000000000
005aa11dd3	 0000000000
00a825446d	 0000000000
ffecf43842	 0000000000
ffce42e7fa	 0000000000
0049430810	 0000000000
002fb82973	 0000000000
fff40597a1	 0000000000
00b7bf9f24	 0000000000
ffe2195e1a	 0000000000
006ab026f2	 0000000000
005a4b362b	 0000000000
ffd9b43635	 0000000000
0085a5c59c	 0000000000
007329b7ed	 0000000000
001fd3fa2f	 0000000000
006243b201	 0000000000
ff91dc8606	 0000000000
ffa4d5ae20	 0000000000
fff6a6fec5	 0000000000
ffe8b7d493	 0000000000
fff8022e2a	 0000000000
0006cb399d	 0000000000
0039f158b8	 0000000000
fffefd5e61	 0000000000
0006528b7e	 0000000000
0010c141ee	 0000000000
ffc1e638f8	 0000000000
0025c6dd4a	 0000000000
ffbedfe7fb	 0000000000
ffceb8a4de	 0000000000
007a514c37	 0000000000
ffc01d5508	 0000000000
0013d21d1f	 0000000000
001db29510	 0000000000
ffe42ab2c7	 0000000000
001f80c025	 0000000000
002e7185f9	 0000000000
002c377316	 0000000000
000550df7b	 0000000000
000fe9d169	 0000000000
ffecfbaa59	 0000000000
00238fe005	 0000000000
ffb01e1eb5	 0000000000
ffda277d0f	 0000000000
00492ad032	 0000000000
ffc5f0e859	 0000000000
ffdd70f1f7	 0000000000
000b77370d	 0000000000
fffe2d95ab	 0000000000
006f70f8a3	 0000000000
0035f2c366	 0000000000
000811a5c2	 0000000000
0011302ed1	 0000000000
fffb15186e	 0000000000
0005aa1686	 0000000000
0017ab2246	 0000000000
ffe4cca4af	 0000000000
ffc1637dd4	 0000000000
0005c16161	 0000000000
000227a621	 0000000000
00121dd347	 0000000000
fffe5966e1	 0000000000
000021615c	 0000000000
0004fb6f9c	 0000000000
000042c9a3	 0000000000
ffffb87785	 0000000000
fffcbfe677	 0000000000
0000372348	 0000000000
fffffe4c00	 0000000000
000089a000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 0000000000
0000000000	 fffe3a4d98
0000000000	 00097f34e2
0000000000	 fff7d5255b
0000000000	 0009d95acf
0000000000	 ffe0f781fc
0000000000	 fffb4d68b2
0000000000	 ffe272d978
0000000000	 00199996c0
0000000000	 fffc94055b
0000000000	 0023ad2788
0000000000	 ffeaf480d7
0000000000	 0008e8ae6e
0000000000	 fffcfd0665
0000000000	 fffca419af
0000000000	 00299a215f
0000000000	 00007360b8
0000000000	 00159be240
0000000000	 00148f7689
0000000000	 000d590434
0000000000	 fffffa82f7
0000000000	 000ace4a4e
0000000000	 fff95ae82b
0000000000	 0014f958ae
0000000000	 ffe23d997b
0000000000	 000617ec94
0000000000	 00056c7b8f
0000000000	 ffca680fb2
0000000000	 fffe2f9a57
0000000000	 fff38dcace
0000000000	 ffb4ed639c
0000000000	 ffebbbebe0
0000000000	 ffc52ec3b7
0000000000	 004f2a19bb
0000000000	 000affb4e9
0000000000	 00274e44fe
0000000000	 ffd14e63ee
0000000000	 fffd0796be
0000000000	 ffd195a0b5
0000000000	 ffb7eea02b
0000000000	 0082dd634b
0000000000	 0011c5541e
0000000000	 ffb4bfa5ce
0000000000	 004bc4972d
0000000000	 ffad44f33a
0000000000	 ffc0c8bca5
0000000000	 003fe86c80
0000000000	 fff5444c3f
0000000000	 002b22e81c
0000000000	 fff7230ffa
0000000000	 ffdea25e46
0000000000	 0009edbdea
0000000000	 ffc64883eb
0000000000	 ffd3a4638a
0000000000	 ffe8cc3bc4
0000000000	 001fd5d425
0000000000	 0016d9d3f6
0000000000	 ffd3453a35
0000000000	 0029438c6c
0000000000	 ffa73eaeff
0000000000	 00159edfa5
0000000000	 000c38ed99
0000000000	 ffef712ed8
0000000000	 fff04b659a
0000000000	 ffca3b4274
0000000000	 0017c8fd0b
0000000000	 0004f259f3
0000000000	 fff8e0fdc9
0000000000	 0045fb876e
0000000000	 00442f9510
0000000000	 ffcf64d01e
0000000000	 ffcc806d29
0000000000	 0064f3e61b
0000000000	 ffedff0184
0000000000	 0019a78e82
0000000000	 000bf84f76
0000000000	 0062bb843a
0000000000	 fff2ca79c2
0000000000	 ffd204c561
0000000000	 ffea1dd5e9
0000000000	 ffda501c45
0000000000	 0099843010
0000000000	 002db61c12
0000000000	 001c32638e
0000000000	 002581689d
0000000000	 ffb913ae8e
0000000000	 ffb23fcca7
0000000000	 001b514565
0000000000	 ffc1d70d05
0000000000	 fff55960e0
0000000000	 002917109e
0000000000	 0037c6c271
0000000000	 0045498453
0000000000	 007ff21f84
0000000000	 ff7c2a8a6d
0000000000	 ffcc887414
0000000000	 005a0789e1
0000000000	 0036e6fc0a
0000000000	 fff8c16456
0000000000	 ffc6f12cf9
0000000000	 ffbfeb88e2
0000000000	 ffe22b3e11
0000000000	 ff86529cd4
0000000000	 ffe8ce5dae
0000000000	 004c752791
0000000000	 00044d2eb9
0000000000	 ff26e10add
0000000000	 0007611abd
0000000000	 0040ca2260
0000000000	 ff26f0d1ed
0000000000	 ff7a294743
0000000000	 00bd54ca45
0000000000	 ff8a57c796
0000000000	 0001b7ee29
0000000000	 003620e67e
0000000000	 000db23c7d
0000000000	 008b7bdec3
0000000000	 fff3042749
0000000000	 0047057889
0000000000	 ffe8b8ce38
0000000000	 ff8fc049bd
0000000000	 00157cf08a
0000000000	 ff42fcab9d
0000000000	 001c0eda51
0000000000	 ff90673492
0000000000	 008bedf082
0000000000	 ff7e9afbb0
0000000000	 00654d57a1
0000000000	 ffe13dca66
0000000000	 fff5351f9e
0000000000	 ffb0040901
0000000000	 ff9c697bd7
0000000000	 0076c75cd8
0000000000	 ffd3ad24e3
0000000000	 ff3a700d64
0000000000	 ffb7a10dc7
0000000000	 00142bde29
0000000000	 fffb5157b3
0000000000	 ff5816ebe5
0000000000	 006a7702fc
0000000000	 005d2d1f4f
0000000000	 00bc4d8356
0000000000	 ffb0ae8a4f
0000000000	 0009fe5da0
0000000000	 0053788b24
0000000000	 ff6aefa712
0000000000	 ffd048eef0
0000000000	 ffd0a9fd96
0000000000	 ffaa3f8c7f
0000000000	 008df0edb5
0000000000	 ff7827fd61
0000000000	 ffa53eb863
0000000000	 ff790d9c05
0000000000	 ffec3e602b
0000000000	 ff85c256ce
0000000000	 0040514da8
0000000000	 003c8e24eb
0000000000	 ff86263e44
0000000000	 005c7ae30f
0000000000	 ff54e1341e
0000000000	 fff1d9e38c
0000000000	 ff6c67d9c3
0000000000	 ffc29caa09
0000000000	 002ac35549
0000000000	 00427073f8
0000000000	 ffba58703d
0000000000	 ff08bffa87
0000000000	 001c032156
0000000000	 ff9e5d7cd1
0000000000	 00569729a9
0000000000	 ffb6ec97ba
0000000000	 00563cbe05
0000000000	 fff132f769
0000000000	 ff569e334c
0000000000	 0033f556d8
0000000000	 0075350bd6
0000000000	 0069f0ddd3
0000000000	 fef34535ee
0000000000	 ff8554383d
0000000000	 ffe5b7558a
0000000000	 ff0c2a3be0
0000000000	 002f397162
0000000000	 004d712aaf
0000000000	 ff795484c8
0000000000	 ffed7e8e76
0000000000	 00a75f8e4d
0000000000	 0029415d12
0000000000	 00a1d54900
0000000000	 000fea4bd3
0000000000	 fff5339d22
0000000000	 00d3196a24
0000000000	 ff9ce4f371
0000000000	 ffd9d0c28d
0000000000	 ff5f04bd8d
0000000000	 ff7769601f
0000000000	 ffc4ba521a
0000000000	 000bbbe313
0000000000	 00b6ce2080
0000000000	 00016fa767
0000000000	 0051d4d394
0000000000	 0068d9ca67
0000000000	 0000000000
ffffffd710	 000fd32163
fffff990b1	 fff97e1411
000008dc10	 000ee67e62
0001748af9	 fff8711101
fff9e5b62b	 ffe0239e78
00044f21ae	 00093ac184
00037828d4	 fffe6a5349
fff324ec90	 00105a52af
0010cc569f	 0005cb228d
000e36e53a	 fff8cb258a
fff4d3c387	 ffcee73344
000cc2b568	 000e3b4f0f
fffef00b68	 fffa4e0b0a
fffaa21466	 0001bcba04
000a6eee7f	 ffef466cf2
fff517cdc0	 fff31987e3
0007d5ae2a	 0029aed6e8
000638bab6	 ffe8399925
00072bc3c3	 002a4d9c88
0012555032	 ffdb191c4c
fffeab7904	 ffcdc4d8b4
001146393e	 0018c23105
001771829a	 001bb35ad7
000065fbba	 ffe17422b9
000aba4b8e	 002b09b0a3
fff82672c7	 fff2c2af1e
00055dc288	 ffc4cf227d
0007d52933	 004b383f1d
ffe38a523b	 ffef6d3aee
ffd68ac27f	 ffa6246fb2
0018763b1d	 003e373d58
00136090aa	 001b27ad7f
ffec833569	 0036579d99
ffcf5b5efd	 007c53bcfc
00270eaa64	 ffdb461d09
00186e0794	 ff82f7bfb1
000df85691	 0051c27165
002145654a	 000c4fe539
000521650a	 ffa6fd56cd
ffb00b5d38	 0096a0ef89
003ef4ab1d	 ffbf0dac2e
000103fe54	 fff082bc68
ffa56a6066	 ffeb009856
002b8c2611	 fff7366c40
00111991c5	 ffb57a915d
ffe4905f05	 ff8c3cf5eb
0001fc3fda	 001f817112
fff73b34bc	 fff4ed6390
007fb78243	 001271e430
0039d84eb3	 008010d341
005dd24418	 ff9b781389
ff9f028360	 ffa38abf9a
00090d6440	 004c5609e7
00791f2920	 00907d0830
ff94876b54	 0068493f3c
ffd415c3d3	 0021cb194c
000e17c130	 003db92ec9
0005418f0f	 ffbbba6e20
0050e38010	 004fe4d88e
003bd4b94d	 ffd91e1809
ffc7f5e789	 ffdafd235a
ffc17174e2	 0022150856
005a766c44	 ffb37710b6
0087d68814	 ff92449ba5
ffedf5f401	 0025b114c9
fff94a5174	 0005175190
00412d71ed	 ffc7daa1aa
ffda801d5a	 0014a3a2f0
ffb29ccf75	 002b421931
0018e4afae	 ff856b3e0f
002379cb98	 ff980029cc
0080eb79ef	 fff830cc68
0044e04a9f	 0038211b44
ff7fc1196a	 00281914ab
0025eb2ea0	 fff65924a4
0016eed2fe	 ffebb2842f
0046bee63c	 0061675c5c
002b418f78	 003d205b02
0033dd01fa	 ff7ebc4faf
ffe94a1e3e	 005f24b5dc
007f0a2f37	 0012715c61
000a1090d4	 0023997a1b
0007637e8d	 000f5cc596
ff86b090d9	 ffd2e76b81
0083120c53	 ffeb8e5d6d
009b00626a	 ffc595a077
ff9a2e0468	 ff9d6052f4
0019c49cc8	 ff6181d9f3
00380b34f7	 00c1c09bca
002b7e00c3	 000c3f5ed3
001038a4c7	 ffbb4f4b43
ffbe5d1eeb	 ffddab6a80
001a1a7fca	 ffd98a11a2
ff2fb109df	 ffa86787e2
fff40a4076	 fffefa87a2
ff75f3babe	 00574dd4e8
ffe7a23f11	 ffcb8f8c27
006bb51ba1	 00923b778f
ffdd4889e5	 ffc9d1a5b4
0030f65d3e	 00679d41e9
ffcd9eb47b	 008f44dec3
001c680c2e	 0043fb3f03
003d130720	 ffdfe7b188
00373865ee	 ffb34cdba9
0074d613a8	 00ad63ba83
ffae8bc19b	 fef0260f34
00cecb89cf	 ff2585382b
006aff4abe	 004f55dd72
00944617dc	 ffbaf0bfbe
003962038b	 00a3d384ba
0066ab5d65	 ffac85adda
004817c980	 ffc6c9dd06
0045f126da	 000d4e3128
00a26f33cd	 0080b06c19
0004609581	 0032c8f498
002b578030	 ff1354e884
0093b2242c	 00d368c0ab
00076c3dae	 00c474e436
003fcceb72	 ff51e23ade
ff84cb29c6	 ffdfccb8d1
00b321e16b	 ffd20689d8
ffc3941fca	 ffb7d92d5d
ffec122515	 003538bfb8
00188415cb	 ffd710ad61
ffdfe7c33d	 00823d3c05
000b677b03	 00d936db39
fff894964f	 0008548a6a
ff5a83a627	 ff679dc27c
0007ccef54	 001f1f440b
0044eaed89	 ff1a9e2846
ffbd0e08cf	 ff71bc6a18
ffe5586a7b	 00cb429f75
008b74260c	 002f02d634
005fdcbe33	 ffcc7e303b
00578e08d7	 ffe68e0679
000ac06ee7	 006353a918
003c1ad4f0	 0090dc60c4
ffcfc647bc	 ff95ef656c
0074ee1341	 ffbba99012
ffd3619e9a	 0006bdada7
00b6566368	 ffbecaf76e
00ce33feb4	 fff061361a
ff793507c8	 007696cfab
000973131f	 ffb5ef7b9d
ff8bf2c0bb	 ffcbf399cd
ffc46e8e3b	 ff977dbe06
00d7c005c1	 0080056722
002aa21ff5	 00cc52672d
006120879b	 ffdd57102b
003d9ec949	 005441f33f
012e6d07fa	 ff7956e01f
ffabcc134c	 ff617aa23d
001b9edae6	 0081df790a
0085aadf76	 ff84ab5e9f
00052b316a	 ffa3de9244
ffc754444a	 003cc9cb83
000ecaf76e	 0017e99d27
00467cfc5c	 0039f33764
ff89f6ce68	 00f00dbc11
ff8f28b3c6	 00d6578320
ff605597b4	 ffcab42945
ffe08d627c	 005d3ab902
0093427616	 fffc7d67ba
ffcd1b79ea	 ffc74d1405
0032447de8	 ff362f8d0a
000ec9844d	 ff6d1d2ac6
ffd70f6efb	 0014e915fc
0072a4f557	 00b8e881c6
ffc9b11f58	 ffc6f1be9d
00a7b6982d	 ff81736f0f
001a17214f	 fffc260659
00a4050105	 ff83f61328
0122fa96fd	 007e6c5353
feeca5b449	 ffafc6efba
007249fe23	 00c6ded399
007feff341	 ff7b0827a7
006e4a215b	 ff62f5fc05
004172e94e	 0064a2a8d7
00bd32c712	 ffc4b165b7
00e5940578	 fffdac17a1
0080daf691	 00754535f4
0048e3ba37	 ff660fd7c8
ff8c0be373	 ffea65e4d7
ffcd6310f0	 012a941bbf
0068830e07	 ff50fba0b0
ffc5dfbd75	 004709ff20
017daa2c0f	 00c838cf0a
ffd79e2246	 ff51dc4682
0084dd4911	 0023a1f07e
fffc552eee	 007327be1a
008ba1de1d	 ff588a537f
00993e763a	 ff9fd91e3d
fff70dd5af	 ffcbe98bc4
ffde26481f	 ffab93c210
ff9b004763	 ff6f2f75ca
006adabbaa	 ffd5561fcc
005a521d38	 0076708277
fea9886f5e	 ffa9a377b4
0133f0fc6e	 ff78d6e280
00e6c8d693	 ff644fe1b3
01070d0ebd	 ffc01459b4
010ea72f99	 006883b486
ff7a68000e	 00ac024eee
0000708f7a	 00b071444b
ff9b41145b	 ffe9bea389
ffffbe8535	 fffff26a40
ff6db83424	 00c578dc7b
ffbe53a8c7	 000a789080
00d3a5bcfb	 003db5e9ed
ff6ba27728	 fea2737a0b
ffd3bedd4c	 004dccad5e
002dfe4777	 ff4010c44e
010c266fc9	 0008fbb261
0051fd6ec8	 008184d3ec
fff4343dc6	 000a392d2b
001889472b	 ff9dee3e0c
ffb4cbda16	 ff42223d38
0161e3925f	 004c549104
008597d23a	 001f588ab9
ff846921f3	 002a45c056
0091bd217f	 003f531164
00cc8d6950	 00fdd12bbe
00072f693a	 ffb4d31825
ff737e4a1b	 0032b7190b
0145c870d8	 ffac52ab8e
0000068b90	 0023895a5c
ff961acb01	 00965c7daf
ffd5035c08	 fff50b721a
fe440fe79d	 ff4e18aa5b
00c469ad5d	 00c0f3c735
fffb7a58a8	 002195332e
007b1643ed	 ffe2bf9c9f
